,name,player_id,age,season,team,MP,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,FG%,Avg_shot_dist,%_2point_attempts,%_FGA_0-3_dist,%_FGA_3-10_dist,%_FGA_10-16_dist,%_FGA_16-3pt_dist,%_3point_attempts,%FG_2point,%_FG_0-3_dist,%_FG_3-10_dist,%_FG_10-16_dist,%_FG_10-16_dist.1,3pt%,assisted_2pters,FG%_dunk_attempts,made_dunks,assisted_3pt%,%_corner_3pters,%_corner_3_made,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,predator_offense,predator_defense,predator_total,pace_impact
216,James Ennis III,ennisja01,29,2020,ORL,806,0.285,7.0,14.2,10.6,7.3,1.4,1.5,11.1,15.9,0.9,1.0,1.9,0.113,.442,14.5,.531,.381,.093,.022,.035,.469,.525,.651,.190,.000,.375,.349,.698,.093,17,1.000,.415,.432,-2.6028758244001517,1.845612318787837,-0.7572635056123147,-3.7018281215237527,5.237086016961261,1.5352578954375091,-2.95670888609338,2.620239181877981,-0.33646970421539896,0.0628916025417423,0.0628916025417423,-6.63709072745914,0.6694429182671163,-5.967647809192022,0.1479350953410333
217,James Ennis III,ennisja01,29,2020,PHI,806,0.285,7.0,14.2,10.6,7.3,1.4,1.5,11.1,15.9,0.9,1.0,1.9,0.113,.442,14.5,.531,.381,.093,.022,.035,.469,.525,.651,.190,.000,.375,.349,.698,.093,17,1.000,.415,.432,-0.3806772069102376,-1.086000348762141,-1.4666775556723792,3.018546358386041,-3.3177575308703466,-0.2992111724843056,0.3106198317486792,-1.668356529218629,-1.35773669746995,0.5512032295535993,0.5512032295535993,-0.2332550493811514,-1.137010951324264,-1.370266000705415,-0.0027715529400872
218,James Ennis III,ennisja01,29,2020,ORL,776,0.27,6.8,14.3,10.6,7.4,1.4,1.5,10.9,15.8,0.8,1.0,1.9,0.115,.442,14.5,.531,.381,.093,.022,.035,.469,.525,.651,.190,.000,.375,.349,.698,.093,17,1.000,.415,.432,-2.6028758244001517,1.845612318787837,-0.7572635056123147,-3.7018281215237527,5.237086016961261,1.5352578954375091,-2.95670888609338,2.620239181877981,-0.33646970421539896,0.0628916025417423,0.0628916025417423,-6.63709072745914,0.6694429182671163,-5.967647809192022,0.1479350953410333
219,James Ennis III,ennisja01,29,2020,PHI,776,0.27,6.8,14.3,10.6,7.4,1.4,1.5,10.9,15.8,0.8,1.0,1.9,0.115,.442,14.5,.531,.381,.093,.022,.035,.469,.525,.651,.190,.000,.375,.349,.698,.093,17,1.000,.415,.432,-0.3806772069102376,-1.086000348762141,-1.4666775556723792,3.018546358386041,-3.3177575308703466,-0.2992111724843056,0.3106198317486792,-1.668356529218629,-1.35773669746995,0.5512032295535993,0.5512032295535993,-0.2332550493811514,-1.137010951324264,-1.370266000705415,-0.0027715529400872
222,Jacob Evans,evansja02,22,2020,GSW,415,0.218,2.2,8.6,5.3,10.9,1.3,2.6,14.6,17.5,-0.6,0.2,-0.4,-0.052000000000000005,.338,16.1,.714,.120,.105,.195,.293,.286,.337,.375,.214,.385,.333,.342,.625,.008,1,.923,.263,.300,-4.807195092624697,-1.4677596920693452,-6.274954784694043,-5.291283763604089,0.5244417764557044,-4.7668419871483865,-5.132483932121807,-1.086251891627173,-6.218735823748982,-0.7342323766886244,-0.7342323766886244,-5.631264682970196,-1.48615525554727,-7.117419938517465,0.2167086843103134
223,Jacob Evans,evansja02,22,2020,MIN,415,0.218,2.2,8.6,5.3,10.9,1.3,2.6,14.6,17.5,-0.6,0.2,-0.4,-0.052000000000000005,.338,16.1,.714,.120,.105,.195,.293,.286,.337,.375,.214,.385,.333,.342,.625,.008,1,.923,.263,.300,-1.3610693796456999,6.008844240579822,4.647774860934124,-58.444499381385775,61.1723680005604,2.727868619174622,-13.52275511479371,17.83660978068808,4.3138546658943655,0.0034794943145853,0.0034794943145853,-11.088364426037,7.7746640787452534,-3.313700347291745,-3.523969254493442
224,Jacob Evans,evansja02,22,2020,GSW,414,0.218,2.3,8.6,5.3,11.0,1.3,2.6,14.6,17.6,-0.6,0.2,-0.4,-0.052000000000000005,.338,16.1,.714,.120,.105,.195,.293,.286,.337,.375,.214,.385,.333,.342,.625,.008,1,.923,.263,.300,-4.807195092624697,-1.4677596920693452,-6.274954784694043,-5.291283763604089,0.5244417764557044,-4.7668419871483865,-5.132483932121807,-1.086251891627173,-6.218735823748982,-0.7342323766886244,-0.7342323766886244,-5.631264682970196,-1.48615525554727,-7.117419938517465,0.2167086843103134
225,Jacob Evans,evansja02,22,2020,MIN,414,0.218,2.3,8.6,5.3,11.0,1.3,2.6,14.6,17.6,-0.6,0.2,-0.4,-0.052000000000000005,.338,16.1,.714,.120,.105,.195,.293,.286,.337,.375,.214,.385,.333,.342,.625,.008,1,.923,.263,.300,-1.3610693796456999,6.008844240579822,4.647774860934124,-58.444499381385775,61.1723680005604,2.727868619174622,-13.52275511479371,17.83660978068808,4.3138546658943655,0.0034794943145853,0.0034794943145853,-11.088364426037,7.7746640787452534,-3.313700347291745,-3.523969254493442
228,Derrick Favors,favorde01,28,2020,NOP,859,0.215,14.0,30.0,21.9,11.1,1.1,3.5,15.1,15.2,1.9,1.1,3.0,0.166,.622,4.1,.977,.683,.193,.062,.039,.023,.632,.734,.460,.250,.300,.167,.731,.170,40,1.000,.667,.250,0.3228769740805236,1.3852754797108608,1.708152453791385,5.234098284163392,0.5424896277511492,5.7765879119145405,1.3403952280185212,1.331999200488664,2.672394428507184,2.445989448330006,2.445989448330006,1.8083573471899768,1.726848777375792,3.535206124565769,-0.0986765511733415
229,Terrance Ferguson,fergute01,21,2020,OKC,1024,0.075,2.3,4.7,3.6,5.1,1.1,1.0,12.7,8.8,0.0,0.7,0.7,0.034,.381,20.5,.222,.125,.040,.011,.045,.778,.641,.636,.429,1.000,.750,.307,.920,.028,3,.976,.423,.345,-3.347160572157982,0.7108966405943601,-2.6362639315636223,-2.03949950999517,-3.053812870976733,-5.093312380971903,-3.278233053657837,-0.0464495280556838,-3.3246825817135215,-0.3036175082874956,-0.3036175082874956,-3.8496559414030953,0.9710702072402526,-2.8785857341628422,-0.9255715471387882
230,Bruno Fernando,fernabr01,21,2020,ATL,550,0.257,10.7,19.0,14.8,10.0,1.3,2.4,19.1,15.8,0.1,0.4,0.5,0.041,.516,7.1,.803,.599,.172,.019,.013,.197,.611,.723,.259,.667,.000,.129,.675,.242,34,1.000,.387,.083,-3.104865898207102,-0.2749481225479095,-3.3798140207550116,-2.44725095746734,3.743346030075056,1.2960950726077158,-3.133126321290185,0.6115864211528844,-2.521539900137301,0.0664061185121196,0.0664061185121196,-2.7643308449676227,-0.7676222865802163,-3.531953131547839,0.1281134832810623
231,Yogi Ferrell,ferreyo01,26,2020,SAC,467,0.213,1.4,10.0,5.6,17.8,1.5,0.8,11.4,18.9,0.2,0.3,0.5,0.048,.409,17.3,.598,.140,.049,.213,.195,.402,.490,.522,.125,.514,.531,.288,.250,.000,0,.737,.197,.538,-1.355197876918748,1.285864410235874,-0.0693334666828735,-4.280037304328857,3.016048106193022,-1.2639891981358349,-2.025466367532911,1.746346570732868,-0.2791197968000421,0.5848123837971992,0.5848123837971992,-1.9302503330604568,0.003786563109202,-1.926463769951255,-0.6772325985203091
232,Dorian Finney-Smith,finnedo01,26,2020,DAL,1635,0.208,7.3,12.4,9.9,6.8,1.1,1.6,11.2,12.9,2.6,1.2,3.7,0.11,.456,15.6,.415,.328,.063,.005,.019,.585,.573,.644,.308,.500,.250,.373,.561,.129,45,.967,.498,.433,-0.5898181295298741,0.4307180302839631,-0.159100099245911,3.736403324305735,-0.8117390673358289,2.924664256969906,0.2457578318707624,0.20545860628960602,0.4512164381603684,2.754500842574771,2.754500842574771,0.6466170526651013,0.1446405683585959,0.7912576210236972,-0.8694380936963969
233,Bryn Forbes,forbebr01,26,2020,SAS,1367,0.139,0.9,7.7,4.4,10.5,1.0,0.0,8.0,18.6,1.0,0.2,1.2,0.042,.411,21.0,.347,.067,.077,.050,.154,.653,.464,.657,.400,.423,.425,.382,.702,.000,0,.923,.094,.438,0.4068811616911923,-3.043965158602308,-2.6370839969111155,0.0053556885514333,-2.471777292510976,-2.466421603959542,0.3296407341300981,-3.0968723664940385,-2.767231632363941,-0.0121667690717804,-0.0121667690717804,0.1131378064852797,-2.5090730187601746,-2.395935212274895,-0.5928106717894183
234,Evan Fournier,fournev01,27,2020,ORL,1713,0.242,0.7,8.5,4.5,17.0,1.7,0.5,11.4,24.4,2.2,1.6,3.8,0.106,.463,17.1,.537,.161,.154,.110,.112,.463,.511,.646,.479,.379,.489,.408,.435,.003,1,.812,.140,.549,1.197119554280429,-0.401246280476561,0.7958732738038684,1.070004274820627,-2.9769118278368376,-1.9069075530162107,1.315067208719414,-1.0006279289624929,0.3144392797569207,2.7468351801216477,2.7468351801216477,1.327297236333316,0.2177286289128625,1.545025865246179,0.6355170038966611
235,De'Aaron Fox,foxde01,22,2020,SAC,1135,0.435,2.4,12.9,7.5,36.9,2.3,1.7,15.3,29.5,1.3,1.1,2.4,0.102,.470,10.3,.786,.321,.283,.133,.048,.214,.512,.667,.402,.351,.571,.315,.146,.038,18,.564,.161,.150,1.734251996207882,-1.032758894080021,0.701493102127861,1.925154154434059,-3.44711096757722,-1.521956813143161,1.8931459141191482,-1.584978826596565,0.3081670875225824,1.9004162548078618,1.9004162548078618,2.070915583725499,-0.6816983967987746,1.3892171869267251,1.357996556725446
237,Tim Frazier,fraziti01,29,2020,DET,355,0.255,2.8,7.7,5.2,36.2,1.9,0.9,25.6,17.2,-0.1,0.2,0.1,0.02,.362,15.2,.681,.149,.213,.106,.213,.319,.375,.571,.350,.300,.300,.333,.292,.000,0,.700,.167,.600,-3.060929484147774,2.0821799337939866,-0.9787495503537866,-3.132379677862107,1.088420627320729,-2.0439590505413783,-3.248792562568667,2.036982665663539,-1.211809896905127,0.2775678278238622,0.2775678278238622,-2.9162596237022966,0.518990310350614,-2.3972693133516816,-0.3774451455300032
238,Markelle Fultz,fultzma01,21,2020,ORL,1523,0.212,1.7,11.8,6.6,28.3,2.3,0.5,15.1,20.8,0.4,1.8,2.3,0.071,.468,11.4,.823,.338,.203,.177,.106,.177,.512,.651,.436,.392,.410,.265,.309,.040,19,.852,.108,.273,-1.695475977154947,-0.7858054422565055,-2.481281419411453,4.02207703978649,-1.259959623885613,2.7621174159008772,-0.5515700222386359,-0.9632973775583901,-1.514867399797026,0.9711069868529822,0.9711069868529822,-0.6917923626992281,0.2369415016049259,-0.4548508610943021,-0.4589135542894226
239,Danilo Gallinari,gallida01,31,2020,OKC,1443,0.35700000000000004,2.5,17.5,10.2,11.7,1.1,0.2,7.9,24.4,3.8,1.4,5.2,0.174,.439,18.6,.460,.150,.094,.074,.141,.540,.479,.636,.258,.469,.462,.406,.510,.044,25,.861,.096,.353,3.617128816017167,-0.0204343785785924,3.596694437438575,5.6292327703444185,-6.081309461898421,-0.4520766915540024,4.249367434901574,-1.329489934287758,2.9198775006138162,4.243622092597905,4.243622092597905,3.7455515176714536,-0.9314921597570694,2.8140593579143847,-0.6238546534559729
240,Langston Galloway,gallola01,28,2020,DET,1480,0.16699999999999998,2.0,7.5,4.8,8.8,1.4,0.6,6.4,15.5,2.1,0.7,2.8,0.09,.435,18.9,.382,.103,.134,.078,.067,.618,.495,.653,.422,.459,.438,.398,.733,.002,1,1.000,.395,.552,1.06212810527918,-1.2686202360270702,-0.2064921307478906,0.5182176856520024,-2.4169541694484105,-1.8987364837964082,1.041063272016755,-1.5583771007826832,-0.5173138287659287,1.710305244492969,1.710305244492969,0.6123843596212245,-1.844527372224755,-1.23214301260353,-0.1064770892680751
241,Darius Garland,garlada01,20,2020,CLE,1616,0.11,1.6,5.3,3.4,18.6,1.1,0.1,17.6,21.0,-1.3,-0.1,-1.5,-0.043,.399,16.3,.564,.173,.150,.151,.090,.436,.433,.446,.443,.429,.397,.355,.266,.000,0,.730,.181,.392,-2.899873183945188,-4.291757248833553,-7.191630432778743,0.42638869937501295,-1.2712766087528369,-0.8448879093778237,-2.334051612312312,-3.86546336377572,-6.199514976088032,-2.966325815319783,-2.966325815319783,-1.860707992842983,-3.741358398394537,-5.602066391237519,0.0283013995151048
242,Marc Gasol,gasolma01,35,2020,TOR,974,0.156,3.2,20.9,12.2,16.8,1.4,3.3,14.8,12.7,0.9,1.7,2.6,0.13,.424,17.3,.463,.139,.173,.104,.048,.537,.449,.625,.525,.250,.091,.403,.646,.035,7,1.000,.097,.500,-1.4186959551941192,2.7688142973393144,1.350118342145194,1.7270449785964008,4.331921036586297,6.058966015182698,-0.8634073928780238,3.1908832263028866,2.327475833424863,2.518466442709797,2.518466442709797,-0.8064163138090056,3.170710564090987,2.364294250281982,-0.1903655409555058
243,Rudy Gay,gayru01,33,2020,SAS,1072,0.241,4.3,22.7,13.6,11.5,0.9,1.9,13.4,20.8,0.4,0.8,1.2,0.052000000000000005,.436,15.2,.629,.181,.143,.198,.107,.371,.508,.724,.350,.446,.467,.314,.507,.052,18,.837,.282,.273,-1.536095754786429,-0.0849618798621131,-1.6210576346485421,-3.187849404455794,1.101347150452095,-2.0865022540036984,-2.0014900308677332,0.1884191568264927,-1.81307087404124,0.5209424857741093,0.5209424857741093,-1.79684420142813,-0.947747982843588,-2.7445921842717182,0.2618078216797129
244,Paul George,georgpa01,29,2020,LAC,1001,0.277,1.6,19.3,10.6,21.4,2.1,1.6,13.8,30.6,1.3,1.6,2.9,0.14,.426,17.8,.505,.147,.116,.109,.133,.495,.458,.679,.379,.339,.382,.394,.341,.014,8,.676,.142,.600,3.7237641117239555,1.6634593755784768,5.387223487302432,3.003461321565508,0.6105906150496234,3.614051936615132,3.7678363241570114,1.498471021270806,5.266307345427816,4.156376271204275,4.156376271204275,3.8147390649436717,1.801202147979675,5.615941212923347,1.5541788861059018
245,Taj Gibson,gibsota01,34,2020,NYK,857,0.16899999999999998,11.0,16.8,13.8,8.3,1.3,2.5,13.6,14.5,1.3,0.7,2.0,0.11,.575,7.0,.954,.550,.146,.088,.171,.046,.590,.689,.457,.476,.439,.273,.719,.133,26,1.000,.455,.200,-1.7450266824941292,-0.3684793841466524,-2.113506066640781,-2.863024339147358,-4.682185569457974,-7.545209908605332,-2.032313010807568,-1.260000388862914,-3.292313399670483,-0.2392708278435911,-0.2392708278435911,-2.755948648431483,-1.536667717516037,-4.29261636594752,-0.8462896148372137
246,Shai Gilgeous-Alexander,gilgesh01,21,2020,OKC,1955,0.339,2.3,16.1,9.4,14.3,1.6,1.6,9.7,23.9,2.4,2.3,4.7,0.117,.464,11.1,.765,.285,.280,.129,.071,.235,.500,.608,.415,.459,.475,.347,.267,.020,17,.600,.124,.480,0.7468723209884413,-0.1937136266427421,0.5531586943456992,5.203954772344372,-3.3620525269915373,1.841902245352835,1.7118886561506208,-0.9057056514030101,0.8061830047476115,3.596844688897527,3.596844688897527,1.340925172446767,-0.0819673084536162,1.258957863993151,-0.5412583333965023
247,Brandon Goodwin,goodwbr01,24,2020,ATL,355,0.151,3.0,16.3,9.6,17.3,1.4,0.9,12.8,22.8,-0.1,0.2,0.1,0.016,.383,16.1,.533,.192,.180,.126,.036,.467,.461,.656,.300,.429,.333,.295,.220,.000,0,.609,.205,.125,-1.348260651165086,0.3529523139884838,-0.9953083371766024,-7.387435273710741,1.5195234069787333,-5.867911866732007,-2.6104030653465213,0.6854283841599587,-1.9249746811865618,0.1538588865040795,0.1538588865040795,-1.5617289781482742,-0.6231689177899441,-2.184897895938219,-0.4105615146752248
248,Aaron Gordon,gordoaa01,24,2020,ORL,1580,0.27,5.5,19.2,12.1,15.5,1.2,1.4,9.9,21.0,0.6,1.9,2.5,0.075,.422,14.2,.685,.301,.126,.158,.100,.315,.477,.693,.342,.364,.175,.303,.502,.123,71,.883,.182,.333,-1.110157930967898,-1.022912671178331,-2.1330706021462293,0.8267079184331381,-3.382611943478647,-2.555904025045509,-0.717281553479813,-1.617495485453923,-2.3347770389337357,0.3396327375432099,0.3396327375432099,-0.3702806926856004,-0.98320154771366,-1.35348224039926,-0.7454277538628009
249,Eric Gordon,gordoer01,31,2020,HOU,823,0.238,0.9,6.3,3.5,7.3,1.0,1.1,6.3,22.0,0.3,0.4,0.8,0.045,.377,18.9,.343,.200,.109,.023,.010,.657,.462,.545,.381,.333,.000,.332,.525,.013,5,.774,.083,.238,-0.527479750846403,-2.581657220915225,-3.109136971761628,0.0645215775490827,-2.131473743074305,-2.0669521655252217,-0.4902964362937196,-2.6539271194513567,-3.144223555745076,-0.1717086150780288,-0.1717086150780288,0.17209967212924998,-3.105113287339827,-2.9330136152105766,0.8079272277120578
250,Devonte' Graham,grahade01,24,2020,CHA,1901,0.244,2.3,9.2,5.6,36.3,1.3,0.7,14.7,24.6,2.3,0.7,3.0,0.075,.373,19.5,.387,.133,.106,.072,.076,.613,.380,.527,.247,.328,.359,.368,.290,.004,3,.532,.060,.355,2.251265169958867,-1.714127165768748,0.5371380041901197,4.8623117004960585,0.0303885627047151,4.8927002632007754,3.021878777003028,-1.4250010070216217,1.596877769981407,4.335868247459084,4.335868247459084,3.4362656804247034,-1.6893361815951342,1.7469294988295692,-0.3094796147893957
251,Treveon Graham,grahatr01,26,2020,MIN,784,0.223,4.4,12.0,8.1,5.4,1.2,0.5,9.4,12.9,-0.3,0.4,0.1,0.005,.313,17.9,.375,.125,.156,.063,.031,.625,.333,.500,.400,.000,.000,.300,.500,.000,0,1.000,.400,.125,-4.135052757015254,0.8184341516769191,-3.316618605338335,-5.46715778243858,-0.6319565682729011,-6.099114350711481,-4.661195313925157,0.5797430248672798,-4.081452289057878,-0.4482109656540018,-0.4482109656540018,-5.529629506237597,1.004637373607373,-4.5249921326302225,-0.4914611230339303
252,Treveon Graham,grahatr01,26,2020,ATL,784,0.223,4.4,12.0,8.1,5.4,1.2,0.5,9.4,12.9,-0.3,0.4,0.1,0.005,.313,17.9,.375,.125,.156,.063,.031,.625,.333,.500,.400,.000,.000,.300,.500,.000,0,1.000,.400,.125,-2.2164421122598483,1.5088209698427948,-0.7076211424170538,-3.1715473529482283,2.7186697890328233,-0.45287756391540507,-2.550641370571813,1.929491039326038,-0.6211503312457747,0.1515286417228649,0.1515286417228649,-2.8295081633909795,0.0814832973828796,-2.7480248660081013,-0.3561587066832829
253,Treveon Graham,grahatr01,26,2020,MIN,663,0.211,4.4,11.6,7.9,6.2,1.2,0.3,9.0,13.1,-0.2,0.3,0.1,0.008,.313,17.9,.375,.125,.156,.063,.031,.625,.333,.500,.400,.000,.000,.300,.500,.000,0,1.000,.400,.125,-4.135052757015254,0.8184341516769191,-3.316618605338335,-5.46715778243858,-0.6319565682729011,-6.099114350711481,-4.661195313925157,0.5797430248672798,-4.081452289057878,-0.4482109656540018,-0.4482109656540018,-5.529629506237597,1.004637373607373,-4.5249921326302225,-0.4914611230339303
254,Treveon Graham,grahatr01,26,2020,ATL,663,0.211,4.4,11.6,7.9,6.2,1.2,0.3,9.0,13.1,-0.2,0.3,0.1,0.008,.313,17.9,.375,.125,.156,.063,.031,.625,.333,.500,.400,.000,.000,.300,.500,.000,0,1.000,.400,.125,-2.2164421122598483,1.5088209698427948,-0.7076211424170538,-3.1715473529482283,2.7186697890328233,-0.45287756391540507,-2.550641370571813,1.929491039326038,-0.6211503312457747,0.1515286417228649,0.1515286417228649,-2.8295081633909795,0.0814832973828796,-2.7480248660081013,-0.3561587066832829
257,Jerami Grant,grantje01,25,2020,DEN,1424,0.304,3.7,11.7,7.7,6.1,1.2,3.1,7.9,17.4,1.9,1.5,3.4,0.115,.465,13.9,.602,.306,.171,.060,.065,.398,.516,.687,.366,.379,.226,.387,.758,.108,48,1.000,.272,.346,-0.7232379280553113,-1.385412961597365,-2.1086508896526768,-2.163536308621594,-4.943053904401875,-7.10659021302347,-1.088721803995985,-2.2418105891253846,-3.33053239312137,-0.4266034632515442,-0.4266034632515442,-1.098531706984288,-1.698606573934833,-2.7971382809191203,-0.3307860685480905
258,Danny Green,greenda02,32,2020,LAL,1299,0.117,3.3,11.7,7.6,6.9,2.4,1.7,10.4,14.4,1.0,1.9,2.9,0.108,.419,19.5,.299,.135,.076,.042,.047,.701,.522,.673,.483,.500,.167,.375,.667,.013,4,.970,.394,.415,0.5935868946260932,2.9891159845001467,3.58270287912624,2.446780963572673,0.8280778167858535,3.2748587803585263,0.9899436221971648,2.655521556925371,3.645465179122536,4.346183613028352,4.346183613028352,1.083678825219769,3.9239912719129904,5.00767009713276,0.6143879214339235
259,Draymond Green,greendr01,29,2020,GSW,1194,0.269,2.0,22.2,11.7,30.9,2.3,2.5,21.4,15.7,-0.1,1.3,1.2,0.048,.387,15.0,.590,.229,.184,.092,.086,.410,.462,.681,.310,.414,.259,.279,.721,.019,6,1.000,.093,.333,-2.530588110888274,1.8252526034109788,-0.7053355074772956,-0.5468834090135648,2.575669518207888,2.028786109194323,-2.229127566057776,2.14789166272947,-0.0812359033283059,1.6699717729704049,1.6699717729704049,-2.3464729025345017,2.278515816862024,-0.0679570856724778,1.2184220379632842
260,JaMychal Green,greenja01,29,2020,LAC,952,0.156,7.3,24.1,15.9,4.7,1.1,1.6,12.8,13.6,0.5,1.5,2.0,0.099,.398,18.2,.324,.216,.089,.008,.012,.676,.488,.625,.217,.000,.333,.354,.561,.039,10,1.000,.211,.378,-1.955486585825721,-1.566628008076492,-3.5221145939022134,-0.7366061559178041,1.573166643684368,0.8365604877665638,-1.850961526341709,-1.051883098746756,-2.9028446250884645,-0.0758324849825098,-0.0758324849825098,-1.6992466749830542,-0.7294146814586556,-2.42866135644171,0.1517361129071507
261,Javonte Green,greenja02,26,2020,BOS,375,0.383,4.6,15.1,9.9,7.7,2.8,1.2,12.7,14.3,0.3,0.6,1.0,0.123,.511,8.5,.755,.511,.213,.021,.011,.245,.592,.667,.400,.500,1.000,.261,.619,.170,13,1.000,.391,.333,-1.7845704688493134,-0.5696067875086421,-2.354177256357955,-1.208914010707665,-0.7909733074354262,-1.999887318143091,-1.8384396655244397,-0.7007465453851948,-2.539186210909635,0.0405499368929277,0.0405499368929277,-1.7237445630665758,-0.7726166003070785,-2.496361163373654,0.5463360998848731
262,Jeff Green,greenje02,33,2020,UTA,553,0.32299999999999995,2.9,12.6,8.0,5.1,1.1,1.5,10.8,19.7,0.0,0.6,0.6,0.055,.385,16.8,.467,.200,.200,.041,.026,.533,.451,.564,.410,.250,.200,.327,.610,.062,8,.941,.375,.410,-1.963825051099663,-0.1135438627810178,-2.07736891388068,-7.619384574814452,-1.7102947547663032,-9.329679329580756,-3.2911059857390015,-0.4871027416146501,-3.7782087273536513,-0.2893640962135041,-0.2893640962135041,-2.751325021450572,-0.9543971351967684,-3.70572215664734,-0.2586042423852244
263,Jeff Green,greenje02,33,2020,HOU,553,0.32299999999999995,2.9,12.6,8.0,5.1,1.1,1.5,10.8,19.7,0.0,0.6,0.6,0.055,.385,16.8,.467,.200,.200,.041,.026,.533,.451,.564,.410,.250,.200,.327,.610,.062,8,.941,.375,.410,-1.337584053702207,0.3781905877945578,-0.9593934659076496,9.205901583972814,-0.7728506884255207,8.433050895547293,0.6591945287632617,0.0997076896429418,0.7589022184062034,0.0695033537250824,0.0695033537250824,-0.8090510923175036,-1.0659953480070559,-1.8750464403245601,2.2107988810689934
264,Blake Griffin,griffbl01,30,2020,DET,512,0.392,3.7,14.9,9.2,17.8,0.7,1.1,12.0,28.3,-0.3,0.3,-0.1,-0.006,.352,13.8,.556,.276,.212,.036,.032,.444,.439,.565,.358,.222,.125,.243,.393,.020,5,.593,.216,.167,-1.2825294643104561,-2.359941614423652,-3.6424710787341077,0.6353847847445535,-1.291473213716843,-0.6560884289722893,-0.9514864543139908,-2.255882280907138,-3.207368735221129,-0.1201414707857636,-0.1201414707857636,-0.8023644131163992,-3.374347567123992,-4.176711980240391,0.5691552594820201
265,Marko Guduric,gudurma01,24,2020,MEM,434,0.16699999999999998,3.0,12.0,7.5,11.9,1.2,1.4,18.7,17.5,-0.4,0.3,-0.1,-0.008,.383,15.8,.489,.255,.121,.028,.085,.511,.478,.583,.412,.000,.417,.292,.606,.007,1,1.000,.250,.278,-2.6579330926519,-2.5654100396013186,-5.223343132253219,-2.510330707319812,-0.6499119084648115,-3.1602426157846235,-2.763563655991501,-2.301441947798351,-5.065005603789852,-0.5263839240120096,-0.5263839240120096,-2.602939481444666,-3.0586682130816985,-5.661607694526364,0.3829620337958455
