,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
326,275,Jeremy Lamb\lambje01,SG,27,IND,44,1261,14.3,0.556,0.331,0.217,2.0,15.0,8.6,10.4,2.0,1.5,8.8,19.5,,1.0,1.6,2.6,0.10099999999999999,,-0.4,0.6,0.3,0.7
327,276,Romeo Langford\langfro01,SG,20,BOS,18,184,9.7,0.586,0.385,0.41,3.5,7.0,5.3,2.2,1.3,3.0,9.8,11.8,,0.2,0.2,0.4,0.1,,-2.1,0.2,-1.9,0.0
328,277,Zach LaVine\lavinza01,SG,24,CHI,55,1898,19.9,0.573,0.405,0.29100000000000004,2.1,13.7,7.7,21.6,2.0,1.2,13.0,31.4,,2.1,2.0,4.2,0.105,,2.6,-0.8,1.8,1.8
329,278,Vic Law\lawvi01,SF,24,ORL,3,4,-30.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,,-0.1,0.0,-0.1,-0.807,,-25.1,-9.5,-34.6,0.0
330,279,Jake Layman\laymaja01,PF,25,MIN,14,369,10.0,0.539,0.409,0.076,3.3,8.5,5.8,4.5,1.5,2.2,11.7,17.3,,-0.1,0.2,0.2,0.023,,-2.6,-0.7,-3.4,-0.1
331,280,T.J. Leaf\leaftj01,PF,22,IND,22,180,13.7,0.47600000000000003,0.212,0.152,12.4,24.4,18.5,4.6,1.9,1.5,7.9,18.7,,0.0,0.3,0.3,0.085,,-3.3,-0.8,-4.1,-0.1
332,281,Jalen Lecque\lecquja01,PG,19,PHO,4,26,5.0,0.46,0.4,0.2,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,,0.0,0.0,0.0,-0.04,,-6.1,-7.6,-13.7,-0.1
333,282,Courtney Lee\leeco01,SG,34,DAL,14,142,14.0,0.731,0.615,0.0,1.5,5.1,3.3,5.0,1.4,1.8,7.1,12.7,,0.3,0.1,0.4,0.136,,1.9,-1.5,0.4,0.1
334,283,Damion Lee\leeda03,SG,27,GSW,39,1090,12.4,0.542,0.42100000000000004,0.264,2.8,16.4,9.4,13.6,1.7,0.2,10.7,18.9,,0.6,0.6,1.3,0.055999999999999994,,-1.1,-1.2,-2.3,-0.1
335,284,Alex Len\lenal01,C,26,ATL,40,745,17.6,0.59,0.215,0.312,9.9,23.5,16.6,8.8,1.2,3.7,11.7,18.7,,1.1,0.6,1.8,0.115,,-1.0,0.2,-0.8,0.2
336,285,Kawhi Leonard\leonaka01,SF,28,LAC,42,1364,26.4,0.579,0.27699999999999997,0.33299999999999996,3.3,20.0,11.9,28.4,2.6,1.9,11.5,33.8,,3.4,2.5,5.9,0.20800000000000002,,4.7,2.4,7.1,3.1
337,286,Meyers Leonard\leoname01,C,27,MIA,49,987,11.2,0.64,0.534,0.11699999999999999,3.2,23.9,14.0,7.7,0.6,1.5,13.0,12.0,,1.1,1.1,2.2,0.10800000000000001,,-1.3,0.3,-1.0,0.2
338,287,Caris LeVert\leverca01,SG,25,BRK,28,763,12.2,0.491,0.27899999999999997,0.253,3.5,10.0,6.8,21.2,1.6,0.5,14.6,27.9,,-0.7,0.8,0.1,0.006999999999999999,,-2.7,-1.1,-3.8,-0.3
339,288,Damian Lillard\lillada01,PG,29,POR,54,1996,26.8,0.621,0.489,0.376,1.5,10.5,6.0,35.2,1.2,0.8,11.0,30.6,,8.7,0.6,9.3,0.223,,9.1,-2.5,6.6,4.3
340,289,Nassir Little\littlna01,PF,19,POR,39,496,9.9,0.513,0.39799999999999996,0.305,6.1,14.3,10.2,4.8,1.0,2.4,9.4,13.7,,0.3,0.3,0.6,0.053,,-2.2,-0.7,-3.0,-0.1
341,290,Kevon Looney\looneke01,C,23,GSW,15,176,8.9,0.391,0.13699999999999998,0.17600000000000002,12.9,15.2,14.0,9.1,1.9,2.0,11.3,15.0,,-0.1,0.1,0.0,0.008,,-4.7,0.2,-4.5,-0.1
342,291,Brook Lopez\lopezbr01,C,31,MIL,52,1391,14.0,0.537,0.508,0.183,2.4,13.3,8.2,8.0,1.2,8.4,9.0,16.7,,0.7,3.3,4.0,0.138,,-1.8,4.9,3.1,1.8
343,292,Robin Lopez\lopezro01,C,31,MIL,50,684,11.5,0.551,0.32899999999999996,0.19899999999999998,6.9,11.2,9.2,6.4,0.5,4.3,14.9,16.6,,0.2,1.2,1.4,0.095,,-3.0,1.3,-1.6,0.1
344,293,Kevin Love\loveke01,PF,31,CLE,46,1439,18.3,0.602,0.522,0.28300000000000003,3.0,31.7,17.2,15.0,0.9,0.9,14.5,23.4,,2.1,0.9,3.0,0.1,,1.3,-0.7,0.6,1.0
345,294,Kyle Lowry\lowryky01,PG,33,TOR,43,1569,17.8,0.5870000000000001,0.564,0.395,1.8,11.7,6.8,30.6,1.6,1.1,14.8,23.0,,3.4,2.1,5.6,0.17,,3.3,-0.1,3.2,2.1
346,295,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,28,423,8.5,0.5670000000000001,0.545,0.33899999999999997,3.0,11.1,7.2,4.6,1.5,0.6,14.0,14.8,,0.1,0.5,0.6,0.066,,-2.7,-0.6,-3.3,-0.1
347,296,Trey Lyles\lylestr01,PF,24,SAS,54,993,12.0,0.535,0.49200000000000005,0.124,6.8,25.9,16.4,7.3,0.9,1.9,10.5,13.3,,0.7,0.8,1.5,0.073,,-1.4,-0.2,-1.6,0.1
348,297,Daryl Macon\maconda01,SG,24,MIA,4,14,-3.0,0.5,0.667,0.0,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.8,,0.0,0.0,0.0,-0.158,,-9.5,-5.9,-15.4,0.0
349,298,J.P. Macura\macurjp01,SG,24,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.026000000000000002,,-6.2,-0.8,-7.0,0.0
350,299,Josh Magette\magetjo01,PG,30,ORL,8,38,5.2,0.37799999999999995,0.267,0.133,2.7,14.6,8.4,19.8,3.9,2.4,23.9,23.9,,-0.2,0.1,-0.1,-0.122,,-9.1,2.0,-7.1,0.0
351,300,Ian Mahinmi\mahinia01,C,33,WAS,33,725,14.5,0.5539999999999999,0.126,0.529,10.3,19.9,14.9,8.1,1.5,5.1,15.4,15.9,,0.7,0.6,1.2,0.08199999999999999,,-1.8,1.6,-0.2,0.3
352,301,Thon Maker\makerth01,C,22,DET,52,662,14.0,0.611,0.331,0.662,8.1,15.4,11.7,7.1,1.5,4.0,17.1,15.7,,0.8,0.7,1.5,0.106,,-1.4,1.0,-0.4,0.3
353,302,Terance Mann\mannte01,SG,23,LAC,34,270,7.1,0.47200000000000003,0.222,0.222,1.6,10.8,6.3,18.0,1.4,1.6,19.1,11.2,,0.0,0.3,0.3,0.055,,-4.2,0.7,-3.5,-0.1
354,303,Boban Marjanović\marjabo01,C,31,DAL,28,255,22.1,0.59,0.07400000000000001,0.306,15.1,31.2,23.2,7.2,0.8,1.7,12.7,26.4,,0.5,0.3,0.9,0.161,,-1.6,-2.3,-4.0,-0.1
355,304,Lauri Markkanen\markkla01,PF,22,CHI,46,1395,14.4,0.56,0.535,0.271,4.3,19.7,11.7,7.8,1.3,1.5,11.1,21.2,,1.0,1.5,2.5,0.087,,-0.6,-0.6,-1.3,0.3
356,305,Caleb Martin\martica02,SF,24,CHO,8,99,3.5,0.392,0.32,0.28,2.1,12.6,7.1,7.3,1.5,1.9,12.5,14.2,,-0.2,0.1,-0.1,-0.047,,-7.1,-0.6,-7.7,-0.1
357,306,Cody Martin\martico01,SF,24,CHO,37,591,10.9,0.516,0.38299999999999995,0.319,5.0,14.6,9.6,12.6,2.3,0.9,13.5,13.8,,0.3,0.5,0.7,0.061,,-2.4,0.3,-2.1,0.0
358,307,Jeremiah Martin\martije02,PG,23,BRK,2,11,4.8,0.25,0.0,0.0,0.0,9.1,4.7,12.4,4.3,0.0,0.0,15.2,,0.0,0.0,0.0,-0.055,,-9.2,1.2,-8.0,0.0
359,308,Kelan Martin\martike03,SF,24,MIN,22,370,7.3,0.47700000000000004,0.519,0.092,1.9,19.0,10.2,3.9,0.8,1.6,8.1,16.5,,-0.2,0.3,0.0,0.005,,-4.8,-1.8,-6.5,-0.4
360,309,Frank Mason\masonfr01,PG,25,MIL,4,18,6.0,0.285,0.5710000000000001,0.5710000000000001,5.8,5.1,5.5,32.4,2.5,0.0,10.2,22.3,,0.0,0.0,0.0,-0.023,,-4.7,-1.9,-6.6,0.0
361,310,Garrison Mathews\mathega01,SG,23,WAS,16,202,14.1,0.726,0.84,0.64,3.1,9.4,6.2,6.4,0.7,0.4,9.8,14.6,,0.6,0.0,0.6,0.14400000000000002,,3.0,-4.1,-1.1,0.0
362,311,Wesley Matthews\matthwe02,SG,33,MIL,51,1253,8.3,0.5579999999999999,0.691,0.166,0.9,8.5,4.9,7.0,1.1,0.6,9.5,12.5,,0.7,1.9,2.5,0.09699999999999999,,-1.1,0.3,-0.8,0.4
363,312,Patrick McCaw\mccawpa01,SF,24,TOR,31,747,8.4,0.531,0.423,0.11699999999999999,2.3,7.0,4.7,12.3,2.1,0.5,14.8,9.7,,0.4,0.9,1.3,0.085,,-1.9,1.2,-0.7,0.2
364,313,CJ McCollum\mccolcj01,SG,28,POR,52,1856,16.0,0.534,0.371,0.11800000000000001,1.8,9.3,5.6,16.7,1.0,1.5,8.1,25.7,,1.9,0.5,2.4,0.062,,1.2,-2.2,-1.0,0.5
365,314,T.J. McConnell\mccontj01,PG,27,IND,53,1016,17.1,0.5489999999999999,0.040999999999999995,0.111,3.0,12.5,7.7,38.3,1.9,1.0,18.3,17.5,,1.6,1.1,2.7,0.129,,-0.6,-0.4,-0.9,0.3
366,315,Jalen McDaniels\mcdanja01,PF,22,CHO,5,65,18.4,0.779,0.43799999999999994,0.188,3.2,17.4,10.0,2.5,2.3,0.0,0.0,11.7,,0.2,0.1,0.3,0.19899999999999998,,1.4,-2.0,-0.6,0.0
367,316,Doug McDermott\mcderdo01,PF,28,IND,55,1134,13.9,0.618,0.542,0.102,2.2,11.6,6.9,7.7,0.3,0.3,6.7,19.3,,1.9,0.7,2.6,0.109,,1.7,-2.9,-1.2,0.2
368,317,JaVale McGee\mcgeeja01,C,32,LAL,51,858,21.1,0.6579999999999999,0.024,0.271,12.7,24.7,18.9,5.4,1.4,8.3,12.4,15.6,,2.1,1.9,3.9,0.21899999999999997,,-0.3,4.3,4.0,1.3
369,318,Rodney McGruder\mcgruro01,SG,28,LAC,43,707,6.3,0.46,0.507,0.17800000000000002,3.7,13.8,8.9,5.2,1.5,1.0,10.8,10.3,,-0.1,0.9,0.7,0.049,,-3.1,1.2,-1.9,0.0
370,319,Alfonzo McKinnie\mckinal01,SF,27,CLE,37,531,8.2,0.479,0.38799999999999996,0.191,6.4,14.9,10.6,3.4,1.9,1.0,12.2,15.1,,-0.2,0.3,0.0,0.003,,-3.7,-1.4,-5.1,-0.4
371,320,Jordan McLaughlin\mclaujo01,PG,23,MIN,19,362,14.8,0.545,0.455,0.136,0.8,8.7,4.6,29.5,2.5,0.5,10.7,14.9,,0.6,0.3,0.9,0.11599999999999999,,-0.1,-1.9,-2.0,0.0
372,321,Ben McLemore\mclembe01,SG,26,HOU,54,1276,11.5,0.609,0.8290000000000001,0.136,1.4,8.3,4.8,5.4,1.2,0.8,8.5,15.9,,1.7,0.8,2.5,0.09300000000000001,,0.7,-2.2,-1.4,0.2
373,322,Jordan McRae\mcraejo01,SG,28,TOT,31,679,15.5,0.526,0.342,0.27,2.8,15.0,8.7,18.5,1.4,2.0,9.5,24.4,,0.6,0.2,0.8,0.057999999999999996,,-0.3,-1.9,-2.2,0.0
374,322,Jordan McRae\mcraejo01,SG,28,WAS,29,654,15.3,0.523,0.33399999999999996,0.262,2.7,14.9,8.6,18.5,1.4,2.0,9.7,24.8,,0.5,0.2,0.7,0.05,,-0.5,-2.0,-2.4,-0.1
375,322,Jordan McRae\mcraejo01,SG,28,DEN,2,25,21.0,0.6659999999999999,0.8,0.8,4.4,17.7,11.0,20.6,2.0,3.6,0.0,11.7,,0.1,0.0,0.1,0.28300000000000003,,3.9,1.4,5.3,0.0
376,323,Nicolò Melli\mellini01,C,29,NOP,43,681,12.0,0.5920000000000001,0.639,0.19,3.7,15.0,9.3,9.4,1.6,1.7,12.6,15.3,,0.7,0.6,1.3,0.09,,-0.1,-0.4,-0.5,0.2
377,324,De'Anthony Melton\meltode01,PG,21,MEM,41,755,15.7,0.534,0.28600000000000003,0.309,3.8,16.8,10.4,21.9,3.3,1.5,16.4,20.2,,0.4,1.1,1.5,0.09300000000000001,,-1.0,1.8,0.9,0.5
378,325,Chimezie Metu\metuch01,PF,22,SAS,15,64,25.9,0.584,0.0,0.276,15.2,23.4,19.3,12.6,0.8,5.5,8.4,24.1,,0.2,0.1,0.2,0.18600000000000003,,0.7,0.2,0.9,0.0
379,326,Khris Middleton\middlkh01,SF,28,MIL,47,1389,21.9,0.624,0.37200000000000005,0.23399999999999999,2.7,16.8,10.2,22.0,1.5,0.4,11.0,25.6,,3.9,2.6,6.5,0.223,,3.7,0.4,4.2,2.2
380,327,Eric Mika\mikaer01,PF,25,SAC,1,19,14.1,0.773,0.0,0.667,11.5,30.7,20.8,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,0.222,,-2.5,-6.1,-8.6,0.0
381,328,C.J. Miles\milescj01,SG,32,WAS,10,161,11.1,0.47200000000000003,0.593,0.33899999999999997,2.6,5.6,4.0,9.8,2.9,2.1,5.6,18.5,,0.0,0.1,0.1,0.033,,-1.1,-1.9,-2.9,0.0
382,329,Malcolm Miller\millema01,SF,26,TOR,22,117,4.8,0.423,0.762,0.28600000000000003,0.9,11.5,6.3,8.7,1.6,1.7,11.3,9.8,,-0.1,0.2,0.1,0.036000000000000004,,-4.4,0.9,-3.5,0.0
383,330,Patty Mills\millspa02,PG,31,SAS,54,1245,14.8,0.5920000000000001,0.67,0.17300000000000001,1.6,5.8,3.7,11.9,1.7,0.4,7.9,20.2,,1.9,0.4,2.3,0.08800000000000001,,3.0,-3.3,-0.4,0.5
384,331,Paul Millsap\millspa01,PF,34,DEN,35,855,18.4,0.594,0.272,0.353,9.0,17.9,13.4,9.5,1.8,2.4,10.5,20.2,,1.9,1.2,3.0,0.17,,1.0,0.7,1.7,0.8
385,332,Shake Milton\miltosh01,SG,23,PHI,22,328,10.2,0.551,0.509,0.268,2.0,13.0,7.5,14.4,1.3,0.3,15.5,19.5,,0.1,0.4,0.4,0.065,,-2.0,-1.5,-3.6,-0.1
386,333,Donovan Mitchell\mitchdo01,SG,23,UTA,53,1825,19.3,0.561,0.34,0.228,2.3,11.0,6.8,21.5,1.6,0.5,11.1,30.9,,2.7,2.0,4.7,0.12300000000000001,,2.1,-0.7,1.4,1.6
387,334,Naz Mitrou-Long\mitrona01,SG,26,IND,3,43,10.1,0.43799999999999994,0.688,0.0,0.0,15.4,7.7,22.2,1.1,2.0,11.1,18.5,,0.0,0.0,0.0,0.013000000000000001,,-2.7,-1.0,-3.7,0.0
388,335,Adam Mokoka\mokokad01,SG,21,CHI,6,22,18.7,0.47200000000000003,0.467,0.133,19.1,0.0,9.9,0.0,2.2,0.0,0.0,30.8,,0.0,0.0,0.0,0.044000000000000004,,0.4,-9.4,-9.0,0.0
389,336,Malik Monk\monkma01,SG,21,CHO,52,1086,12.6,0.532,0.41600000000000004,0.195,2.3,12.7,7.3,16.5,1.1,1.4,12.9,22.5,,0.1,0.5,0.6,0.027000000000000003,,-1.7,-2.0,-3.7,-0.5
390,337,Matt Mooney\moonema01,SG,22,CLE,2,5,21.7,0.5,0.5,0.0,0.0,22.3,11.0,31.7,0.0,17.1,0.0,17.0,,0.0,0.0,0.0,0.182,,-0.4,6.3,5.9,0.0
391,338,E'Twaun Moore\mooreet01,SG,30,NOP,42,841,11.8,0.511,0.39299999999999996,0.10400000000000001,3.4,10.4,6.8,11.1,1.3,0.8,7.3,20.6,,0.3,0.4,0.7,0.043,,-1.3,-2.2,-3.5,-0.3
392,339,Ja Morant\moranja01,PG,20,MEM,48,1435,18.4,0.568,0.163,0.326,2.4,10.0,6.3,35.3,1.6,0.8,17.1,26.1,,1.9,1.0,2.8,0.095,,0.9,-1.3,-0.4,0.6
393,340,Juwan Morgan\morgaju01,PF,22,UTA,13,53,9.4,0.5770000000000001,0.308,0.0,10.8,17.7,14.4,2.7,0.0,1.6,18.8,13.2,,0.0,0.1,0.1,0.069,,-3.1,-1.1,-4.3,0.0
394,341,Marcus Morris\morrima03,SF-PF,30,TOT,46,1486,16.1,0.579,0.419,0.29600000000000004,3.4,14.7,8.9,6.9,1.2,1.3,9.3,23.7,,2.2,0.9,3.1,0.10099999999999999,,1.0,-2.0,-0.9,0.4
395,341,Marcus Morris\morrima03,SF,30,NYK,43,1387,16.6,0.5820000000000001,0.415,0.311,3.5,14.7,8.9,6.9,1.2,1.2,9.2,24.3,,2.2,0.8,3.0,0.10400000000000001,,1.3,-2.2,-0.9,0.4
396,341,Marcus Morris\morrima03,PF,30,LAC,3,99,9.4,0.516,0.5,0.0,2.1,15.2,8.8,7.0,1.4,2.7,11.1,15.0,,0.0,0.1,0.1,0.061,,-2.7,1.2,-1.5,0.0
397,342,Markieff Morris\morrima02,PF,30,DET,44,988,12.8,0.573,0.486,0.203,2.7,17.1,9.9,10.9,1.3,0.9,14.2,21.7,,0.4,0.7,1.1,0.054000000000000006,,-0.9,-1.4,-2.3,-0.1
398,343,Monte Morris\morrimo01,PG,24,DEN,55,1163,15.4,0.5379999999999999,0.285,0.134,1.8,7.4,4.6,24.6,1.7,0.9,7.7,17.5,,2.1,1.0,3.1,0.127,,0.2,-1.6,-1.5,0.2
399,344,Johnathan Motley\motlejo01,PF,24,LAC,13,41,28.4,0.774,0.067,0.467,7.7,17.2,12.5,32.7,3.4,0.0,21.7,23.3,,0.2,0.1,0.3,0.297,,5.3,1.4,6.6,0.1
400,345,Emmanuel Mudiay\mudiaem01,PG,23,UTA,45,724,13.2,0.5429999999999999,0.263,0.226,2.5,13.4,8.2,21.7,1.2,1.0,17.1,21.9,,0.2,0.8,1.1,0.07,,-1.9,0.0,-1.9,0.0
401,346,Dejounte Murray\murrade01,PG,23,SAS,50,1228,17.3,0.5479999999999999,0.17,0.198,5.2,20.1,12.7,23.1,3.2,0.9,16.6,20.0,,1.0,1.4,2.4,0.095,,0.2,1.8,2.0,1.2
402,347,Jamal Murray\murraja01,PG,22,DEN,45,1455,18.0,0.557,0.342,0.217,2.6,10.9,6.7,22.9,1.9,0.8,11.5,25.6,,2.1,1.5,3.6,0.11900000000000001,,1.8,-0.9,0.9,1.1
403,348,Džanan Musa\musadz01,SF,20,BRK,35,404,8.4,0.467,0.46799999999999997,0.317,5.0,12.9,9.0,10.9,1.5,0.2,15.5,19.4,,-0.4,0.4,0.1,0.008,,-4.3,-1.0,-5.2,-0.3
404,349,Mike Muscala\muscami01,C,28,OKC,37,463,12.1,0.562,0.762,0.15,3.0,17.6,10.5,9.5,0.7,1.8,7.7,16.2,,0.5,0.5,1.0,0.10300000000000001,,0.1,-0.9,-0.9,0.1
405,350,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,47,1037,11.6,0.609,0.708,0.179,1.4,7.2,4.3,10.7,1.4,0.3,12.0,16.3,,1.2,0.5,1.7,0.078,,0.9,-2.2,-1.4,0.2
406,351,Abdel Nader\naderab01,SF,26,OKC,39,589,10.3,0.58,0.494,0.267,1.9,9.3,5.7,6.1,1.3,1.7,14.3,16.8,,0.2,0.5,0.7,0.057999999999999996,,-1.9,-0.8,-2.8,-0.1
407,352,Larry Nance\nancela02,C,27,CLE,45,1128,17.2,0.609,0.396,0.172,7.8,24.4,16.1,11.5,1.6,1.6,11.6,15.0,,2.1,0.8,2.9,0.12300000000000001,,1.1,0.7,1.8,1.1
408,353,Shabazz Napier\napiesh01,PG,28,TOT,40,934,14.4,0.5479999999999999,0.565,0.316,2.2,11.6,6.8,31.3,2.2,0.7,19.4,19.4,,0.8,0.7,1.5,0.079,,0.1,-1.3,-1.2,0.2
409,353,Shabazz Napier\napiesh01,PG,28,MIN,36,856,14.1,0.539,0.562,0.311,2.0,11.8,6.7,31.8,2.2,0.7,19.1,19.2,,0.7,0.7,1.4,0.077,,0.0,-1.2,-1.2,0.2
410,353,Shabazz Napier\napiesh01,PG,28,WAS,4,78,17.5,0.637,0.593,0.37,4.0,10.1,6.9,26.4,2.4,1.1,22.3,21.5,,0.1,0.0,0.2,0.10400000000000001,,1.8,-2.5,-0.7,0.0
411,354,Raul Neto\netora01,PG,27,PHI,44,480,10.8,0.534,0.41200000000000003,0.11800000000000001,2.5,8.4,5.5,18.9,2.0,0.9,17.9,17.6,,0.0,0.6,0.6,0.061,,-2.6,-0.9,-3.5,-0.2
412,355,Malik Newman\newmama01,SG,22,CLE,1,4,-11.2,0.34700000000000003,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.3,,0.0,0.0,0.0,-0.504,,-18.9,-10.4,-29.3,0.0
413,356,Georges Niang\niangge01,PF,26,UTA,48,652,12.6,0.617,0.6829999999999999,0.10099999999999999,1.9,12.3,7.3,7.2,0.9,0.6,8.8,16.7,,1.0,0.6,1.6,0.11800000000000001,,1.0,-1.2,-0.2,0.3
414,357,Nerlens Noel\noelne01,C,25,OKC,46,859,22.3,0.708,0.013999999999999999,0.396,10.0,20.2,15.3,8.8,2.7,6.6,15.3,15.4,,2.4,1.8,4.2,0.23399999999999999,,1.2,5.2,6.4,1.8
415,358,Zach Norvell\norveza01,SG,22,TOT,5,41,2.6,0.402,0.667,0.083,0.0,16.2,7.9,10.3,2.3,0.0,19.4,16.0,,-0.1,0.0,-0.1,-0.083,,-7.2,-1.6,-8.8,-0.1
416,358,Zach Norvell\norveza01,SG,22,LAL,2,5,-5.6,0.0,0.0,0.0,0.0,21.4,11.0,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.154,,-14.4,-2.9,-17.3,0.0
417,358,Zach Norvell\norveza01,SG,22,GSW,3,36,3.8,0.43700000000000006,0.727,0.091,0.0,15.5,7.5,11.8,2.7,0.0,20.8,17.1,,-0.1,0.0,-0.1,-0.073,,-6.2,-1.4,-7.6,-0.1
418,359,Jaylen Nowell\nowelja01,SG,20,MIN,9,102,8.7,0.461,0.513,0.256,2.0,7.4,4.6,15.8,0.0,0.8,6.5,18.8,,0.0,0.0,0.0,0.013000000000000001,,-3.0,-4.2,-7.2,-0.1
419,360,Frank Ntilikina\ntilila01,PG,21,NYK,49,1009,9.0,0.479,0.40700000000000003,0.16,2.0,9.6,5.7,20.4,2.2,1.5,17.9,15.0,,-0.3,0.7,0.5,0.023,,-2.8,-0.1,-2.9,-0.2
420,361,Kendrick Nunn\nunnke01,SG,24,MIA,51,1532,12.8,0.529,0.41100000000000003,0.10800000000000001,1.1,8.7,5.1,18.9,1.4,0.6,10.7,23.9,,0.4,1.3,1.6,0.051,,-0.7,-2.1,-2.8,-0.3
421,362,David Nwaba\nwabada01,SF,27,BRK,20,268,14.1,0.627,0.39399999999999996,0.38,3.2,13.8,8.6,4.3,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,0.14400000000000002,,-1.6,1.5,-0.1,0.1
422,363,Royce O'Neale\onealro01,PF,26,UTA,54,1579,8.8,0.5920000000000001,0.633,0.113,1.4,17.1,9.6,11.3,1.2,1.1,14.6,8.7,,1.4,2.0,3.4,0.10400000000000001,,-0.3,2.6,2.3,1.7
423,364,Kyle O'Quinn\oquinky01,C,29,PHI,22,221,17.5,0.552,0.32799999999999996,0.172,13.5,26.6,20.1,20.7,0.9,6.5,20.7,16.9,,0.2,0.4,0.7,0.145,,-1.0,4.3,3.3,0.3
424,365,Semi Ojeleye\ojelese01,PF,25,BOS,51,762,7.3,0.547,0.62,0.209,2.9,10.6,6.8,4.7,1.1,0.5,6.6,8.5,,0.6,0.8,1.4,0.09,,-1.5,0.0,-1.5,0.1
425,366,Jahlil Okafor\okafoja01,C,24,NOP,27,420,18.1,0.631,0.013999999999999999,0.40299999999999997,11.4,18.0,14.7,12.9,0.8,3.8,17.5,20.1,,0.8,0.4,1.1,0.128,,-0.5,0.7,0.2,0.2
426,367,Elie Okobo\okoboel01,PG,22,PHO,45,608,11.3,0.517,0.408,0.389,2.5,10.9,6.6,21.7,1.7,0.6,13.6,14.9,,0.5,0.5,0.9,0.07400000000000001,,-1.8,-1.0,-2.9,-0.1
427,368,Josh Okogie\okogijo01,SG,21,MIN,51,1246,11.6,0.5379999999999999,0.392,0.484,5.7,13.2,9.3,9.0,2.1,1.4,15.3,16.0,,0.5,1.1,1.7,0.064,,-1.8,0.6,-1.2,0.3
428,369,KZ Okpala\okpalkz01,SF,20,MIA,5,26,13.8,0.595,0.2,0.4,4.5,16.4,10.7,5.5,3.8,3.8,14.5,11.7,,0.0,0.1,0.1,0.12300000000000001,,-2.9,3.4,0.5,0.0
429,370,Victor Oladipo\oladivi01,SG,27,IND,7,175,7.5,0.426,0.48200000000000004,0.17600000000000002,3.8,5.0,4.4,16.0,1.1,0.5,11.6,26.1,,-0.3,0.1,-0.2,-0.064,,-3.4,-3.5,-6.9,-0.2
430,371,Kelly Olynyk\olynyke01,C,28,MIA,48,934,13.3,0.609,0.581,0.258,4.1,21.4,13.2,11.0,1.6,1.6,14.6,16.5,,1.1,1.3,2.4,0.121,,-0.2,0.6,0.4,0.6
431,372,Miye Oni\onimi01,SG,22,UTA,3,8,-5.0,,,,0.0,13.0,6.8,0.0,0.0,0.0,100.0,5.5,,0.0,0.0,0.0,-0.14,,-11.6,0.7,-10.9,0.0
432,373,Cedi Osman\osmande01,SF,24,CLE,54,1560,10.6,0.5529999999999999,0.523,0.141,1.8,11.4,6.5,11.7,1.4,0.8,12.6,16.4,,0.8,0.4,1.2,0.036000000000000004,,-0.4,-1.3,-1.7,0.1
433,374,Kelly Oubre\oubreke01,SF,24,PHO,53,1825,15.3,0.5660000000000001,0.37799999999999995,0.303,3.7,17.7,10.6,6.6,1.7,1.8,8.4,22.5,,1.8,1.9,3.7,0.098,,-0.3,-0.4,-0.7,0.6
434,375,Tariq Owens\owensta01,PF,24,PHO,3,15,8.5,0.34,0.4,0.4,14.4,7.5,11.0,0.0,3.1,0.0,0.0,16.7,,0.0,0.0,0.0,0.019,,-5.1,-4.3,-9.4,0.0
435,376,Jeremy Pargo\pargoje01,PG,33,GSW,3,44,12.8,0.557,0.318,0.045,2.4,5.1,3.7,33.5,1.1,0.0,15.1,25.6,,0.0,0.0,0.0,0.013999999999999999,,-0.5,-5.8,-6.4,0.0
436,377,Jabari Parker\parkeja01,PF,24,ATL,32,837,17.3,0.565,0.293,0.183,6.9,17.8,12.3,11.7,2.3,1.5,12.4,24.1,,0.6,0.7,1.2,0.071,,-0.1,-0.6,-0.8,0.3
437,378,Chandler Parsons\parsoch01,SF,31,ATL,5,54,5.7,0.389,0.778,0.0,2.0,12.1,7.0,7.5,3.4,1.5,14.3,16.2,,-0.1,0.0,-0.1,-0.065,,-5.2,-0.4,-5.5,0.0
438,379,Eric Paschall\pascher01,PF,23,GSW,50,1334,13.7,0.5539999999999999,0.196,0.312,5.4,13.8,9.4,10.6,1.0,0.8,11.3,21.5,,0.8,0.5,1.4,0.049,,-1.8,-2.0,-3.8,-0.6
439,380,Anžejs Pasečņiks\pasecan01,C,24,WAS,20,370,12.3,0.56,0.02,0.49,10.5,17.3,13.8,6.2,1.0,2.3,15.1,16.4,,0.3,0.1,0.5,0.059000000000000004,,-2.6,-1.1,-3.7,-0.2
